Parcel_Number,sale_price,Land_Net_Acres,View_Quality,Waterfront_Type,Crime_Num,square_feet,percent_complete,condition,quality,attic_finished_square_feet,basement_square_feet,basement_finished_square_feet,porch_square_feet,attached_garage_square_feet,detached_garage_square_feet,fireplaces,stories,bedrooms,bathrooms,year_built
2032130020,569000,0.1492,0,0,56.0,2495,1.0,6,5,0,1,1,1,0,0,1,2.0,5,3.0,1970
2032130030,490000,0.1119,0,0,56.0,2088,1.0,6,4,0,0,0,0,0,0,0,1.5,3,1.0,1982
2032140050,267637,0.086,0,0,56.0,2056,1.0,6,5,0,0,0,0,0,0,2,2.0,2,2.0,1970
2033210040,485000,0.0746,0,0,56.0,1966,1.0,6,4,0,0,0,0,0,0,1,3.0,3,1.0,2002
2034160020,590000,0.1119,0,0,56.0,2644,1.0,6,4,0,0,0,0,0,0,1,2.0,5,3.0,1970
2034170030,525000,0.1119,0,0,56.0,2236,1.0,6,4,0,0,0,0,0,0,1,2.0,4,2.5,1982
2034210020,370000,0.0688,0,0,56.0,2020,1.0,6,3,0,0,0,0,0,0,1,1.5,5,3.5,2000
2034260020,497500,0.0615,0,0,56.0,1792,1.0,6,6,0,0,0,0,0,0,1,2.0,4,1.75,1995
2035300070,564950,0.1606,0,0,56.0,2608,1.0,6,4,0,0,0,0,0,0,1,2.0,4,1.75,1969
2036270020,471000,0.0895,0,0,56.0,1171,1.0,6,5,1,1,0,0,0,0,1,1.0,3,1.75,1968
2036280080,462500,0.0936,0,0,56.0,2665,1.0,6,5,0,1,0,1,1,0,1,2.0,3,2.0,1965
2037200020,687000,0.1492,0,0,56.0,3818,1.0,5,4,0,0,0,0,0,0,1,2.0,5,2.25,1972
2037290020,510000,0.1492,0,0,56.0,2632,1.0,6,5,0,0,0,0,0,0,1,1.5,4,2.0,1986
2038180050,675000,0.1119,0,0,56.0,2533,1.0,6,6,0,1,0,1,0,0,1,2.5,4,2.5,1975
2038260070,499950,0.0746,0,0,56.0,2379,1.0,6,4,0,0,0,0,0,0,1,3.0,3,3.25,1952
2038300030,318000,0.1492,0,0,56.0,1346,1.0,6,4,0,0,0,0,0,0,1,1.0,4,1.0,1957
2039200060,415000,0.0688,0,0,56.0,2148,1.0,6,4,0,0,0,0,0,0,1,1.5,4,1.0,1980
2040110050,477500,0.1193,0,0,56.0,1146,1.0,6,3,0,0,0,0,0,0,1,1.0,3,3.0,1990
2040120020,408200,0.0688,0,0,56.0,1244,1.0,6,5,0,1,1,1,1,0,1,1.5,4,1.75,1971
2040130011,595000,0.0779,1,0,56.0,1591,1.0,6,6,0,1,1,1,0,0,1,2.0,3,3.5,1986
2040130040,599950,0.1492,0,0,56.0,1631,1.0,6,5,0,1,1,1,0,0,1,1.0,4,2.25,1978
2040270070,440000,0.1549,0,0,56.0,1808,1.0,6,5,0,0,0,0,0,0,1,2.0,3,1.0,1956
2040290040,330000,0.0746,0,0,56.0,1389,1.0,6,4,0,0,0,0,0,0,1,1.5,2,1.0,1994
2040320040,335000,0.0667,0,0,56.0,1295,1.0,6,4,0,1,0,1,0,0,0,1.5,2,1.5,1970
2040320050,350000,0.0688,0,0,56.0,1086,1.0,6,4,0,0,0,1,0,0,1,1.5,3,1.0,1970
2041270060,324950,0.1492,0,0,56.0,1303,1.0,6,4,0,0,0,0,0,0,0,1.0,2,1.0,1973
2042220060,412000,0.1119,0,0,56.0,2313,1.0,6,4,0,0,0,0,0,0,1,2.0,3,2.5,1976
2080390020,340000,0.1492,0,0,943.0,1794,1.0,6,5,0,0,0,1,1,0,1,2.0,3,2.25,2012
2082310050,282000,0.1492,0,0,943.0,1500,1.0,6,4,0,0,0,1,0,0,0,2.0,3,1.5,1956
2083070030,248000,0.1377,0,0,943.0,1440,1.0,6,2,0,0,0,0,0,0,1,1.0,3,1.0,1968
2083080020,319999,0.0523,0,0,943.0,1362,1.0,6,5,0,1,0,1,0,0,1,1.5,3,1.5,1974
2083360010,299950,0.1147,0,0,943.0,2107,1.0,6,4,0,1,1,1,0,0,1,1.5,5,2.5,1976
2084220060,255000,0.1492,0,0,943.0,1490,1.0,6,3,0,0,0,0,0,0,0,2.0,2,1.0,1992
2084340020,400000,0.1492,0,0,943.0,2387,1.0,6,4,0,0,0,0,0,0,0,2.0,3,2.5,1986
2085080060,211000,0.0746,0,0,943.0,852,1.0,6,3,0,0,0,1,0,1,0,1.0,2,1.0,1974
2085140060,310000,0.2238,0,0,943.0,1391,1.0,6,5,0,1,0,1,0,0,0,1.5,3,2.0,1990
2085210040,194696,0.1492,0,0,943.0,1262,1.0,3,3,0,0,0,0,0,0,1,1.0,2,1.0,1939
2085230010,305000,0.1492,0,0,943.0,1674,1.0,6,4,0,0,0,0,0,0,1,1.0,5,1.0,1960
2085230040,238000,0.0895,0,0,943.0,864,1.0,6,4,1,1,0,1,0,0,1,1.0,2,1.0,1992
2085270040,314995,0.0984,0,0,943.0,1320,1.0,6,5,0,1,0,1,0,0,0,1.5,3,2.0,2002
2085340060,334000,0.1492,0,0,943.0,1648,1.0,6,4,0,0,0,1,0,0,0,1.0,4,2.0,2005
2085360050,310000,0.1492,0,0,943.0,1239,1.0,6,3,1,0,0,1,0,1,0,1.0,3,2.5,1969
2086330020,220000,0.1492,0,0,943.0,1616,1.0,6,4,0,0,0,1,0,0,0,1.5,4,1.5,1961
2087340010,160000,0.1492,0,0,943.0,1458,1.0,6,2,0,0,0,0,0,0,0,2.0,3,2.0,1965
2100100100,261500,0.2532,0,0,6433.0,1292,1.0,6,4,0,0,0,0,1,0,0,1.0,2,1.0,1990
2100300130,268000,0.2629,0,0,6433.0,1264,1.0,6,4,0,0,0,1,1,0,0,1.0,2,1.75,1991
2100600160,431000,0.1262,0,0,1351.0,2183,1.0,6,6,0,0,0,0,1,0,1,2.0,3,2.5,1993
2101001060,330000,0.1633,0,0,1351.0,1240,1.0,6,4,0,0,0,0,1,0,1,1.0,3,1.75,1990
2141020040,511500,0.2525,0,0,1351.0,2262,1.0,6,6,0,0,0,1,1,0,2,2.0,3,2.25,1995
2141020060,450000,0.2525,0,0,1351.0,2224,1.0,6,6,0,0,0,1,1,0,2,1.0,3,2.25,1989
2145030030,250979,0.3512,0,0,6433.0,1272,1.0,6,5,0,0,0,1,0,1,1,2.0,3,1.75,1990
2170000740,117000,0.3787,0,0,8.0,400,1.0,6,5,1,0,0,1,0,0,1,1.0,1,1.0,1994
2200001440,278000,0.2817,0,0,46.0,2002,1.0,6,3,0,0,0,0,0,0,0,2.0,4,3.0,1974
2200002066,214000,0.3292,0,0,46.0,938,1.0,6,3,0,0,0,0,1,0,0,1.0,2,2.0,1992
2200003460,217000,0.086,0,0,46.0,1226,1.0,6,3,0,0,0,1,0,0,0,1.0,3,1.0,1986
2200003510,86000,0.086,0,0,46.0,480,1.0,4,1,0,0,0,0,0,0,0,1.0,1,1.0,1954
2205000705,250000,0.1528,0,0,46.0,1332,1.0,6,4,1,0,0,0,0,0,1,1.0,3,1.5,1985
2235000922,290000,0.2396,0,0,943.0,915,1.0,6,5,0,1,1,1,1,0,1,1.0,3,1.75,1977
2235001170,290135,0.2066,0,0,943.0,1416,1.0,6,4,0,1,0,0,0,0,1,1.5,3,1.5,1974
2240000620,233000,0.1147,0,0,5407.0,1287,1.0,6,4,0,0,0,1,0,0,1,1.0,2,1.0,1982
2240002480,214000,0.1721,0,0,5407.0,910,1.0,5,3,0,1,0,0,0,0,1,1.0,2,1.0,1972
2240002500,364950,0.1147,0,0,5407.0,2144,1.0,6,5,0,0,0,1,1,0,1,2.0,4,2.5,2018
2240002800,219000,0.1434,0,0,5407.0,1434,1.0,6,3,0,0,0,0,0,1,0,1.0,4,2.0,1981
2240003320,248000,0.1147,0,0,5407.0,1210,1.0,6,5,0,0,0,1,1,0,0,1.0,3,2.0,1997
2255200210,259900,0.3608,0,0,46.0,1372,1.0,6,5,0,0,0,1,1,0,1,1.0,3,1.5,1973
2255500400,320000,0.253,0,0,46.0,1546,1.0,6,5,0,0,0,1,1,0,1,1.0,4,1.75,1981
2255500420,316000,0.256,0,0,46.0,1575,1.0,6,5,0,0,0,1,1,0,1,1.0,3,1.75,1990
2255740100,332000,0.2295,0,0,46.0,1660,1.0,6,4,0,0,0,1,1,0,1,2.0,3,1.5,1995
2255740610,445000,0.21,0,0,46.0,2506,1.0,6,5,0,0,0,1,1,0,1,2.0,4,2.5,2000
2255760290,245000,0.2369,0,0,46.0,1660,1.0,6,4,0,0,0,1,1,0,1,2.0,3,1.5,1983
2255780260,348000,0.2295,0,0,46.0,1770,1.0,6,5,0,0,0,1,1,0,1,2.0,3,2.5,1986
2255780470,303000,0.2295,0,0,46.0,2480,1.0,6,5,0,0,0,1,1,0,1,2.0,3,1.5,1984
2255800210,350000,0.2093,0,0,46.0,2188,1.0,6,5,0,0,0,1,1,0,1,2.0,3,2.0,1995
2263200200,454100,0.3902,0,0,149.0,1882,1.0,6,5,0,0,0,1,1,0,1,2.0,3,2.5,2004
2290000620,470000,0.0946,0,0,56.0,1848,1.0,6,5,0,1,0,0,0,0,1,1.5,3,1.5,1968
2290001010,415601,0.07,0,0,56.0,1104,1.0,6,5,1,1,0,1,0,0,1,1.0,3,1.0,1965
2290001730,617007,0.1345,0,0,56.0,2747,1.0,6,4,0,0,0,0,0,0,1,2.0,3,2.25,1960
2300002670,370000,0.1377,0,0,56.0,1080,1.0,6,5,0,1,0,1,0,1,1,1.0,2,1.0,1970
2300002900,425000,0.1377,0,0,56.0,1818,1.0,6,5,0,0,0,0,1,0,1,1.0,4,2.0,1974
2300003120,480000,0.1377,0,0,56.0,1809,1.0,6,5,0,0,0,0,0,0,1,1.5,3,2.75,1984
2300003730,446500,0.0688,0,0,56.0,1468,1.0,6,5,0,1,1,0,0,0,2,1.5,3,1.75,1985
2305001172,400000,0.2205,1,0,1351.0,2290,1.0,6,5,0,0,0,1,0,0,0,2.0,4,1.75,1980
2320001020,251000,0.1649,0,0,943.0,1416,1.0,6,4,0,0,0,0,0,0,0,1.0,3,1.0,1977
2320001620,257000,0.198,0,0,943.0,1042,1.0,6,4,0,0,0,1,0,1,1,1.0,3,1.75,1985
2320002260,233000,0.132,0,0,943.0,720,1.0,6,4,0,1,0,1,0,0,0,1.0,2,1.0,1976
2335200400,235000,0.1905,0,0,46.0,1008,1.0,6,5,0,0,0,1,1,0,1,1.0,3,1.0,1986
2335200420,249500,0.1905,0,0,46.0,1362,1.0,6,5,0,0,0,1,1,0,1,1.0,2,1.75,1986
2335200650,210000,0.2038,0,0,46.0,1336,1.0,6,5,0,0,0,1,1,0,1,1.0,3,1.5,1980
2375600170,385000,0.2324,0,0,1054.0,2187,1.0,6,5,0,0,0,1,0,0,1,2.0,4,2.0,1996
2375600200,331000,0.1606,0,0,1054.0,904,1.0,6,5,0,0,0,1,1,0,1,1.0,3,1.0,1990
2375600370,542500,0.1513,1,0,1054.0,1248,1.0,6,5,0,1,1,1,0,0,1,1.0,4,2.25,2000
2376200060,182336,0.4112,0,0,149.0,2352,1.0,6,4,0,0,0,1,1,0,2,2.0,4,2.25,1981
2387300170,387000,0.1722,0,0,1351.0,1945,1.0,6,5,0,0,0,1,1,0,1,1.0,4,1.75,1988
2387560120,345000,0.1743,0,0,1351.0,1304,1.0,6,5,0,1,1,1,0,0,1,2.0,3,2.25,1994
2387560240,415000,0.1549,0,0,1351.0,1960,1.0,6,5,0,0,0,1,1,0,1,2.0,4,2.25,1995
2387560290,500000,0.1745,0,0,1351.0,2842,1.0,6,5,0,0,0,1,1,0,1,2.0,5,2.75,2002
2387560350,380000,0.1707,0,0,1351.0,1462,1.0,6,5,0,0,0,0,1,0,1,1.0,3,2.0,2003
2415000530,282000,0.1082,0,0,943.0,1692,1.0,6,4,0,0,0,0,0,0,1,1.5,3,1.5,1982
2415000620,247000,0.1678,0,0,943.0,1217,1.0,6,4,0,0,0,1,0,1,1,1.5,5,1.0,1987
2430000613,243450,0.1377,0,0,943.0,1179,1.0,6,4,0,0,0,1,0,0,1,1.0,2,2.0,2005
2445200080,282500,0.2509,0,0,943.0,1622,1.0,6,5,0,1,1,1,0,0,1,1.0,3,1.5,1982
2445220540,280000,0.2789,0,0,943.0,1048,1.0,6,4,0,0,0,0,1,0,1,1.0,4,1.75,2002
2445220640,225000,0.191,0,0,943.0,924,1.0,6,4,0,0,0,1,1,0,1,1.0,3,1.0,1986
2480200080,280000,0.3271,0,0,4215.0,912,1.0,6,4,0,0,0,1,1,0,1,1.0,3,1.0,1974
2485300410,265500,0.2724,0,0,1349.0,1224,1.0,6,4,0,0,0,0,1,0,0,1.0,3,2.0,2007
2485300420,270000,0.2724,0,0,1349.0,1298,1.0,6,4,0,0,0,1,1,0,0,1.0,3,2.0,2007
2485300530,155000,0.2724,0,0,1349.0,1152,1.0,6,7,0,0,0,1,0,0,0,1.0,2,1.75,1980
2504500100,135000,0.2264,0,0,46.0,864,1.0,4,3,0,0,0,1,1,0,1,1.0,2,1.0,1976
2505550200,275000,0.2754,0,0,5407.0,1208,1.0,6,4,0,0,0,1,1,0,1,1.0,3,1.75,1988
2520300150,239000,0.2093,0,0,943.0,1200,1.0,5,4,0,0,0,1,0,1,1,1.0,2,1.0,1975
2520300420,251000,0.2066,0,0,943.0,2254,1.0,6,2,0,0,0,0,0,0,1,2.0,4,2.0,1974
2545100370,450000,0.1033,0,0,1351.0,1514,1.0,6,5,0,1,1,1,0,0,1,1.5,3,2.0,1991
2560000510,283300,0.4132,0,0,1275.0,1180,1.0,6,5,0,0,0,1,1,0,0,1.0,3,2.0,1992
2560500190,233000,0.264,0,0,1275.0,1368,1.0,6,4,0,0,0,1,1,0,1,2.0,2,2.0,1992
2620000810,370000,0.1377,0,0,1054.0,1402,1.0,6,4,0,0,0,0,0,0,0,1.0,4,1.75,1982
2645000730,572000,0.0918,1,0,56.0,1540,1.0,6,5,0,1,0,1,0,0,1,1.5,3,1.0,1970
2653520360,225000,0.0939,0,0,1351.0,1441,1.0,6,4,0,0,0,1,1,0,1,2.0,2,1.5,1985
2657500350,375000,0.2123,0,0,1054.0,2000,1.0,6,6,0,0,0,1,1,0,1,2.0,4,2.75,1991
2695001481,317000,0.0916,0,0,5407.0,1675,1.0,6,4,0,0,0,1,1,0,1,2.0,3,2.5,2018
2695001482,309950,0.0916,0,0,5407.0,1675,1.0,6,4,0,0,0,1,1,0,1,2.0,3,2.5,2018
2695004250,276950,0.4304,0,0,5407.0,2892,1.0,6,4,0,0,0,0,0,0,1,1.0,3,2.0,1980
2695004381,310000,0.1876,0,0,5407.0,2376,1.0,6,5,0,0,0,0,0,0,2,1.0,4,2.0,1987
2695004440,274950,0.1944,0,0,5407.0,1474,1.0,6,4,0,0,0,1,0,0,1,1.0,1,1.0,1976
2697020700,295000,0.1371,0,0,5407.0,1472,1.0,6,5,0,0,0,1,1,0,1,2.0,3,2.5,1992
2745001495,370000,0.0573,0,0,56.0,2574,1.0,6,3,0,0,0,1,1,0,0,2.0,4,3.0,1956
2745001510,325000,0.086,0,0,56.0,1188,1.0,5,2,0,0,0,0,0,0,1,1.0,2,1.0,1940
2745001880,510000,0.1147,0,0,56.0,2174,1.0,6,4,0,0,0,0,0,0,1,1.5,3,1.5,1972
2745002910,579950,0.0918,0,0,56.0,1796,1.0,6,4,0,0,0,0,0,0,0,2.0,3,2.25,1982
2745003720,329000,0.1147,0,0,56.0,1462,1.0,6,5,0,0,0,1,0,0,0,1.5,3,2.0,1956
2745004850,318000,0.086,0,0,56.0,1126,1.0,6,4,1,1,0,1,0,0,1,1.0,3,1.0,1965
2745005540,449950,0.1147,0,0,56.0,1771,1.0,6,4,0,0,0,0,0,0,1,1.5,3,1.75,1982
2745005600,372800,0.1147,0,0,56.0,832,1.0,6,4,1,1,0,1,0,0,0,1.0,3,1.0,1970
2745006140,343000,0.0688,0,0,56.0,1088,1.0,6,4,0,0,0,0,0,0,0,1.0,2,1.0,1996
2760000600,265000,0.1377,0,0,943.0,768,1.0,6,4,0,0,0,1,0,1,0,1.0,2,1.0,2008
2775001020,499950,0.1377,0,0,56.0,1784,1.0,6,5,0,1,1,1,0,1,1,1.5,3,1.5,1968
2805020671,744900,0.1167,0,0,56.0,2916,1.0,6,6,0,1,1,1,0,0,1,2.0,5,4.0,2013
2815300260,249000,0.2603,0,0,1428.0,1128,1.0,6,3,0,0,0,0,0,0,0,1.0,2,1.0,2000
2815300360,280000,0.308,0,0,1428.0,915,1.0,6,3,0,0,0,1,1,0,0,1.0,3,1.0,1989
2815520200,250000,0.2066,0,0,46.0,1698,1.0,6,5,0,0,0,0,1,0,1,2.0,3,2.25,2000
2827310330,375000,0.2697,0,0,149.0,1908,1.0,6,4,0,0,0,1,1,0,1,2.0,3,1.75,1995
2827310540,270000,0.2912,0,0,149.0,1264,1.0,6,5,0,0,0,1,1,0,1,1.0,3,1.75,1995
2827320060,355000,0.2869,0,0,149.0,1842,1.0,6,5,0,0,0,1,1,0,1,2.0,3,2.25,1988
2827410210,710000,0.5303,0,0,324.0,2552,1.0,6,7,1,0,0,0,1,0,2,1.0,3,3.0,1998
2827410240,769950,0.3919,0,0,324.0,2408,1.0,6,8,0,1,1,1,0,0,1,2.0,3,3.25,2003
2827450040,689000,0.1426,1,0,324.0,2338,1.0,6,8,0,0,0,1,1,0,1,1.0,2,2.0,1992
2828600100,296000,0.2107,0,0,4215.0,1248,1.0,6,5,0,0,0,1,1,0,1,1.0,3,1.5,1989
2830000800,200000,0.1216,0,0,943.0,792,1.0,6,4,1,0,0,1,0,0,0,1.0,2,1.0,1967
2830001690,250000,0.1147,0,0,943.0,1080,1.0,6,3,0,0,0,0,0,0,1,1.0,2,1.0,1969
2830001900,283000,0.1182,0,0,943.0,854,1.0,6,3,1,0,0,1,0,1,1,1.0,2,1.0,1992
2888200160,70932,0.2603,0,0,6433.0,1044,1.0,6,4,0,0,0,1,1,0,1,1.0,3,1.5,1989
2890001480,210000,0.1611,0,0,943.0,768,1.0,6,3,0,0,0,0,1,0,1,1.0,2,1.0,1974
2890001584,350000,0.1492,0,0,943.0,2096,1.0,6,4,0,0,0,0,0,0,0,1.0,6,2.0,1984
2893120240,291000,0.4769,0,0,6433.0,1304,1.0,6,4,0,0,0,0,1,0,1,1.0,3,2.0,1995
2893120270,350000,0.2857,0,0,6433.0,1776,1.0,6,5,0,0,0,1,1,0,1,2.0,3,2.25,1994
2894500070,385000,0.5808,0,0,6433.0,1928,1.0,6,5,0,0,0,1,1,0,1,2.0,4,2.5,1992
2895000770,365000,0.066,0,0,943.0,1110,1.0,6,5,0,1,1,1,0,0,0,2.0,4,3.5,2014
2910000753,160950,0.1606,0,0,943.0,630,1.0,6,3,1,0,0,1,0,0,0,1.0,2,1.0,1956
2917500220,360000,0.4004,0,0,6433.0,2716,1.0,6,5,0,0,0,1,0,0,2,1.0,4,2.25,1985
2917500420,365000,0.429,0,0,6433.0,2002,1.0,6,5,0,0,0,1,1,0,1,2.0,3,2.25,1987
2935200050,320000,0.3401,0,0,149.0,1075,1.0,6,4,0,0,0,1,1,0,1,1.0,3,1.5,1988
2935200060,362000,0.3159,0,0,149.0,1586,1.0,6,4,0,0,0,1,1,0,1,1.0,3,1.75,1987
2947000940,290000,0.2203,0,0,1275.0,960,1.0,6,4,0,0,0,1,1,0,0,1.0,3,1.0,1995
2947000980,88000,0.2203,0,0,1275.0,1616,1.0,6,7,0,0,0,1,0,0,1,1.0,3,1.5,1984
2947001980,72000,0.3449,0,0,1275.0,1536,0.6,6,5,0,0,0,1,1,0,0,2.0,3,2.5,2019
2947002170,125000,0.2314,0,0,1275.0,1600,1.0,6,2,0,0,0,0,0,0,1,1.0,3,1.75,1974
2947002480,249950,0.2479,0,0,1275.0,1152,1.0,6,5,0,0,0,1,0,0,1,1.0,3,1.75,2004
2947002920,301000,0.2314,0,0,1428.0,1098,1.0,6,5,0,0,0,0,1,0,0,1.0,3,1.75,1999
2947200140,312000,0.2112,0,0,1275.0,1098,1.0,6,4,0,0,0,1,1,0,0,1.0,2,2.5,2013
2947200220,200000,0.2387,0,0,1275.0,1344,1.0,6,5,0,0,0,0,0,0,0,1.0,2,1.0,1994
2947201020,335000,0.2203,0,0,1275.0,1840,1.0,6,5,0,0,0,1,1,0,0,2.0,3,3.0,2004
2955520080,340000,0.1663,0,0,56.0,1560,1.0,6,5,0,0,0,1,1,0,2,2.0,3,1.5,1987
2955520100,138569,0.1278,0,0,56.0,1960,1.0,6,5,0,0,0,1,1,0,2,2.0,3,1.75,1987
2955530460,348653,0.133,0,0,56.0,1437,1.0,6,5,0,0,0,0,1,0,1,2.0,3,1.75,1988
2955550320,239000,0.1423,0,0,56.0,884,1.0,6,5,0,0,0,0,1,0,1,1.0,2,1.0,1988
2955550390,324500,0.1377,0,0,56.0,2212,1.0,6,4,0,0,0,0,0,0,1,3.0,3,1.5,2002
2006150030,360000,0.0746,0,0,943.0,1953,1.0,6,5,0,0,0,0,0,0,0,3.0,3,2.0,1978
2006350021,485000,0.1034,0,0,943.0,3318,1.0,6,5,0,0,0,0,0,0,0,2.0,4,4.0,1974
2007190050,442500,0.1492,0,0,943.0,2500,1.0,6,3,0,0,0,0,0,0,1,2.0,6,2.25,1978
2007230020,198000,0.0688,0,0,943.0,774,1.0,6,4,1,0,0,1,0,0,0,1.0,2,1.0,1969
2007280050,181000,0.1044,0,0,943.0,1500,1.0,1,3,0,1,0,1,0,0,0,1.5,3,2.0,1909
2007310010,335000,0.0468,0,0,943.0,1364,1.0,6,5,0,1,1,1,1,0,1,1.5,4,1.75,1980
2008240020,235000,0.0413,0,0,943.0,1676,1.0,6,4,0,1,0,1,0,0,1,1.5,3,1.0,1961
2008290070,320000,0.0746,0,0,943.0,1642,1.0,6,4,0,0,0,0,0,0,1,2.0,3,1.5,1956
2009270070,248000,0.1044,0,0,943.0,2110,1.0,6,4,0,0,0,0,0,0,0,2.5,4,1.5,1952
2009350040,370000,0.1089,0,0,943.0,2170,1.0,6,4,0,0,0,0,0,0,0,1.5,4,1.75,1962
2011180031,75000,0.1492,0,0,943.0,972,1.0,6,4,1,0,0,1,0,0,0,1.0,3,1.0,1960
2011180050,188000,0.0367,0,0,943.0,638,1.0,6,2,0,1,0,1,0,0,0,1.0,1,1.0,1989
2012330100,319000,0.1119,0,0,943.0,1328,1.0,5,3,0,0,0,0,0,0,1,1.0,5,1.0,1966
2013190020,300000,0.0746,0,0,943.0,1588,1.0,6,2,0,0,0,0,0,0,0,1.5,4,3.0,1966
2014270040,162500,0.1492,0,0,943.0,1552,1.0,6,4,0,0,0,1,0,0,0,1.5,4,1.5,2003
2014270070,245000,0.0746,0,0,943.0,1312,1.0,6,4,0,0,0,1,0,0,0,1.5,3,1.0,1968
2014270080,267000,0.0746,0,0,943.0,1200,1.0,6,4,0,0,0,1,1,0,0,2.0,3,3.0,2014
2014310050,303000,0.1893,0,0,943.0,2442,1.0,6,4,0,0,0,0,0,0,0,2.5,4,1.5,1968
2015100160,337000,0.1033,1,0,943.0,1888,1.0,6,4,0,1,0,1,0,0,0,1.5,4,2.0,1966
2015270060,531000,0.1641,0,0,943.0,2944,1.0,6,4,0,0,0,0,0,0,0,2.0,4,4.0,1985
2975000720,289196,0.1611,0,0,88.0,2112,1.0,6,2,0,0,0,0,0,0,0,2.0,3,2.0,1962
2978020300,645000,0.2539,0,0,1351.0,2173,1.0,6,7,0,0,0,1,1,0,1,1.0,3,2.0,2017
2979700080,435000,0.2863,0,0,1351.0,2413,1.0,6,6,0,0,0,1,1,0,1,2.0,3,2.5,1993
2990001080,365000,0.2018,0,0,46.0,1718,1.0,6,4,0,0,0,0,0,0,1,1.0,4,1.75,1984
2990001170,320000,0.2109,0,0,46.0,1180,1.0,6,4,0,0,0,1,1,0,1,1.0,3,1.0,1978
2990002180,300000,0.2018,0,0,46.0,1342,1.0,6,4,0,0,0,1,1,0,1,1.0,3,1.0,1980
2992020340,365000,0.2129,0,0,6433.0,1873,1.0,6,5,0,0,0,1,1,0,1,2.0,3,2.0,1987
2992030030,50000,0.2961,0,0,6433.0,1664,1.0,6,3,0,0,0,1,0,1,1,1.0,4,2.0,1987
2992050070,330000,0.1915,0,0,6433.0,2061,1.0,6,5,0,0,0,1,1,0,2,2.0,3,1.75,1987
2992070210,279950,0.2152,0,0,6433.0,1880,1.0,6,4,0,0,0,1,1,0,2,2.0,3,1.5,1988
